rank,fit_score,stars,language,full_name,url,fit_tags,pushed_at,description
100,185,3050,TypeScript,michaelshimeles/nextjs-starter-kit,https://github.com/michaelshimeles/nextjs-starter-kit,saas;starter;boilerplate;starter-kit;starter kit;erp,2025-12-14T07:05:48Z,The Ulimate Nextjs Starter Kit. Build your next SAAS product of your dreams. Batteries included.
101,185,1747,TypeScript,ArnasDon/wacrm,https://github.com/ArnasDon/wacrm,crm;no-code;self-hosted,2026-07-29T20:15:16Z,"Self-hostable CRM template for WhatsApp — shared inbox, contacts, sales pipelines, broadcasts, and no-code automations. Fork it, brand it, host it."
102,185,1704,TypeScript,mui/toolpad,https://github.com/mui/toolpad,admin-dashboard;internal-tool;low-code;self-hosted,2026-06-14T19:39:19Z,⚠️ 𝐍𝐨𝐭 𝐚𝐜𝐭𝐢𝐯𝐞𝐥𝐲 𝐦𝐚𝐢𝐧𝐭𝐚𝐢𝐧𝐞𝐝 Toolpad: Full stack components and low-code builder for dashboards and internal apps.
103,185,17817,JavaScript,liyupi/ai-guide,https://github.com/liyupi/ai-guide,mcp;cursor,2026-07-21T08:31:40Z,程序员鱼皮的 AI 资源大全 + Vibe Coding 零基础教程，分享 OpenClaw 保姆级教程、大模型玩法（DeepSeek / GPT / Gemini / Claude / GLM）、最新 AI 资讯、Prompt 提示词大全、AI 知识百科（Agent Skills / RAG / MCP / A2A）、AI 编程教程（Harness Engineering）、AI 工具用法（Cursor / Claude Code / TRAE / Codex / Copilot）、AI 开发框架教程（Spring AI / LangChain）、AI 产品变现指南，帮你快速掌握 AI 技术，走在时代前沿。本项目为开源文档 aiguide，已升级为鱼皮 AI 导航网站
104,185,10425,TypeScript,mcp-use/mcp-use,https://github.com/mcp-use/mcp-use,mcp,2026-07-29T00:59:22Z,The fullstack MCP framework to develop MCP Apps for ChatGPT / Claude & MCP Servers for AI Agents.
105,185,1785,TypeScript,777genius/agent-teams-ai,https://github.com/777genius/agent-teams-ai,auth;mcp;cursor,2026-07-29T20:53:28Z,"You're the boss, agents are your team. They handle tasks on their own, message each other, and review each other's work. You just watch the kanban board and give high-level commands. Codex/Claude/OpenCode/Cursor/Grok/GitHub Copilot/Kiro/Z.AI/MiniMax/Kimi(200+ models, 75+ LLM providers, free models no auth). Build your AI company with multiple teams"
106,185,1714,TypeScript,stripe/ai,https://github.com/stripe/ai,stripe;mcp,2026-07-29T14:08:57Z,One-stop shop for building AI-powered products and businesses with Stripe.
107,184,12535,TypeScript,InsForge/InsForge,https://github.com/InsForge/InsForge,auth;oauth,2026-07-29T21:02:07Z,"The all-in-one, open-source backend platform for agentic coding. InsForge gives your coding agent database, auth, storage, compute, hosting, and AI gateway to ship full-stack apps end-to-end."
108,184,1640,TypeScript,saas-js/saas-ui,https://github.com/saas-js/saas-ui,saas;starter;boilerplate;starter-kit;erp,2026-07-20T18:43:45Z,"The React component library for startups, built with Chakra UI."
109,184,1571,TypeScript,steedos/steedos-platform,https://github.com/steedos/steedos-platform,saas;erp;low-code;no-code,2026-07-28T06:52:27Z,"The AI-Native Infrastructure for Enterprise Apps. Powered by ObjectStack (ObjectQL, ObjectOS, Object UI). Turn Prompts into Enterprise Software."
110,184,1575,JavaScript,zeon-studio/hugoplate,https://github.com/zeon-studio/hugoplate,starter;boilerplate;starter-kit;erp,2026-07-25T06:59:48Z,Hugoplate is a free starter template built with Hugo and Tailwind CSS v4.0 that will save you hours of work.
111,184,1526,TypeScript,open-mercato/open-mercato,https://github.com/open-mercato/open-mercato,crm;erp;self-hosted;cursor,2026-07-29T20:37:09Z,"AI-Engineering Foundation Framework built with AI and designed for AI. Hundreds of architectural and domain decisions (multi-tenancy, RBAC,  event flow, pricing, sales pipeline,CRM/ERP processes) are already made conventions and specs so agents (Cursor, Claude Code, Codex) arch. decisions without reinventing.  Ship production grade with AI Agents."
112,184,21569,TypeScript,teableio/teable,https://github.com/teableio/teable,internal-tool;low-code;no-code,2026-07-29T14:21:14Z,✨ AI Spreadsheet for Business
113,184,1567,TypeScript,codeaholicguy/ai-devkit,https://github.com/codeaholicguy/ai-devkit,mcp;cursor,2026-07-26T16:59:53Z,The control plane for AI coding agents.
114,184,2892,TypeScript,nextify-limited/saasfly,https://github.com/nextify-limited/saasfly,saas;boilerplate;erp;auth;stripe,2025-08-04T15:02:01Z,"Your Next SaaS Template or Boilerplate ! A magic trip start with `bun create saasfly` . The more stars, the more surprises"
115,184,16877,TypeScript,rowboatlabs/rowboat,https://github.com/rowboatlabs/rowboat,,2026-07-29T19:22:37Z,"Open-source AI coworker, with memory"
116,183,88969,JavaScript,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,,2026-07-29T03:01:17Z,"Persistent Context Across Sessions for Every Agent –  Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More"
117,183,13902,JavaScript,automatisch/automatisch,https://github.com/automatisch/automatisch,low-code;no-code;self-hosted,2026-02-11T19:53:04Z,The open source Zapier alternative. Build workflow automation without spending time and money.
118,183,1464,TypeScript,lissy93/domain-locker,https://github.com/lissy93/domain-locker,saas;self-hosted,2026-07-29T14:15:27Z,"🌐 The all-in-one tool, for keeping track of your domain name portfolio. Got domain names? Get Domain Locker!"
119,183,1408,TypeScript,alan345/AI-Fullstack-SaaS-Boilerplate,https://github.com/alan345/AI-Fullstack-SaaS-Boilerplate,saas;boilerplate;erp;auth,2026-07-28T06:32:40Z,"Fullstack SaaS Boilerplate built with tRPC, Fastify and React"
120,183,1379,TypeScript,nextacular/nextacular,https://github.com/nextacular/nextacular,saas;starter;boilerplate;starter-kit;starter kit;erp;auth;stripe;multi-tenant,2026-05-30T12:31:52Z,"An open-source starter kit that will help you build full-stack multi-tenant SaaS platforms efficiently and help you focus on developing your core SaaS features. Built on top of popular and modern technologies such as Next JS, Tailwind, Prisma, and Stripe."
121,183,2821,TypeScript,chibat/chrome-extension-typescript-starter,https://github.com/chibat/chrome-extension-typescript-starter,starter;boilerplate;erp,2026-07-25T09:54:24Z,Chrome Extension TypeScript Starter
122,183,1473,TypeScript,EtienneLescot/n8n-as-code,https://github.com/EtienneLescot/n8n-as-code,erp;low-code;cursor,2026-07-29T04:15:13Z,"Give your AI agent n8n superpowers. 537 nodes with full schemas, 7,700+ templates, Git-like sync, and TypeScript workflows."
123,183,1334,TypeScript,inkeep/agents,https://github.com/inkeep/agents,low-code;no-code;self-hosted;mcp,2026-07-27T18:48:37Z,Create AI Agents in a No-Code Visual Builder or TypeScript SDK with full 2-way sync. For shipping AI assistants and multi-agent AI workflows.
124,183,1415,TypeScript,Prismer-AI/PrismerCloud,https://github.com/Prismer-AI/PrismerCloud,self-hosted;mcp;cursor,2026-06-11T03:05:24Z,Prismer Cloud
125,182,32109,TypeScript,langfuse/langfuse,https://github.com/langfuse/langfuse,self-hosted,2026-07-29T21:07:37Z,"🪢 Open source AI engineering platform: LLM evals, observability, metrics, prompt management, playground, datasets. Integrates with OpenTelemetry, LangChain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 "
126,182,1270,TypeScript,mugnavo/tanstarter,https://github.com/mugnavo/tanstarter,saas;starter;boilerplate;starter-kit;erp;auth,2026-07-29T02:42:32Z,"🏝️ minimal TanStack Start template with Vite+, Better Auth, Drizzle ORM, shadcn/ui"
127,182,2134,TypeScript,ixartz/Next-JS-Landing-Page-Starter-Template,https://github.com/ixartz/Next-JS-Landing-Page-Starter-Template,starter;boilerplate;starter-kit;erp,2026-01-18T21:31:34Z,🚀 Free NextJS Landing Page Template written in Tailwind CSS 3 and TypeScript ⚡️ Made with developer experience first: Next.js 14 + TypeScript + ESLint + Prettier + Husky + Lint-Staged + VSCode + Netlify + PostCSS + Tailwind CSS
128,182,1261,JavaScript,ReactJSResources/react-webpack-babel,https://github.com/ReactJSResources/react-webpack-babel,starter;boilerplate;starter-kit;starter kit;erp,2026-05-27T06:15:26Z,Simple React Webpack Babel Starter Kit
129,182,26324,TypeScript,onlook-dev/onlook,https://github.com/onlook-dev/onlook,low-code;cursor,2026-07-22T02:07:29Z,"The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI"
130,182,2936,TypeScript,TanStack/ai,https://github.com/TanStack/ai,chatbot,2026-07-29T19:43:59Z,"🤖 Type-safe, provider-agnostic TypeScript AI SDK for streaming chat, tool calling, agents, and multimodal apps across OpenAI, Anthropic, Gemini, React, Vue, Svelte, and Solid."
131,182,1227,TypeScript,caliber-ai-org/ai-setup,https://github.com/caliber-ai-org/ai-setup,mcp;cursor,2026-07-26T12:08:51Z,"Continuously sync your AI setups with one command. Codebase tailor suited agent skills, MCPs and config files for Claude Code, Cursor, and Codex."
132,182,1233,TypeScript,skalesapp/skales,https://github.com/skalesapp/skales,mcp,2026-07-29T11:50:51Z,"Personal AI desktop agent for Windows, macOS, Linux, Android & iOS. Set a goal, it works on its own. Teams (pair two desktops, agents + humans), Agent2Agent, Workflows, Codework, multi-agent orgs, desktop + browser automation. 15+ AI providers, BYOK. No Docker, no terminal. Agent Skills (SKILL.md). Migration importer. Recurring autonomous tasks."
133,181,1099,TypeScript,tegojs/tego,https://github.com/tegojs/tego,crm;erp;admin-dashboard;internal-tool;low-code;no-code;self-hosted,2026-07-07T03:36:18Z,"Tego is a pluggable Node.js framework for building customizable development platforms. It enables developers to create their own no-code/low-code systems or event-driven applications, while the core focuses on stability and environment adaptability."
134,181,1163,TypeScript,keinsaasforever/better-chatbot,https://github.com/keinsaasforever/better-chatbot,saas;low-code;chatbot;mcp,2026-06-11T11:49:45Z,"Formerly Better Chatbot. Navigator is an open-source AI workspace for agents, MCP and workflow automation."
135,181,1064,TypeScript,TencentCloudBase/CloudBase-AI-Toolkit,https://github.com/TencentCloudBase/CloudBase-AI-Toolkit,auth;mcp;cursor,2026-07-29T14:22:00Z,"Backend for AI coding agents on CloudBase — database, auth, functions via Plugin, Skills & MCP."
136,181,6173,TypeScript,ThinkInAIXYZ/deepchat,https://github.com/ThinkInAIXYZ/deepchat,mcp,2026-07-29T12:05:19Z,🐬DeepChat - A smart assistant that connects powerful AI to your personal world
137,181,3127,TypeScript,lmnr-ai/lmnr,https://github.com/lmnr-ai/lmnr,self-hosted,2026-07-29T20:01:41Z,Laminar - open-source observability platform purpose-built for AI agents. YC S24.
138,181,1123,TypeScript,hexabot-ai/Hexabot,https://github.com/hexabot-ai/Hexabot,chatbot,2026-07-29T16:39:47Z,"Hexabot v3 is an AI workflow automation platform, combining workflows, actions, agents, and conversational channels in one runtime."
139,181,1280,TypeScript,Team-Commonly/commonly,https://github.com/Team-Commonly/commonly,self-hosted,2026-07-29T02:47:17Z,"Open-source room for humans + cross-vendor AI agents. Every agent gets its own name, memory, skills, and workstation. Any runtime, your infra — no per-agent fees."
140,180,76446,TypeScript,koala73/worldmonitor,https://github.com/koala73/worldmonitor,mcp,2026-07-29T19:29:31Z,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface"
141,180,36358,TypeScript,CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,,2026-07-29T20:33:55Z,"The Frontend Stack for Agents & Generative UI. React, Angular, Mobile, Slack, and more.  Makers of the AG-UI Protocol"
142,180,13508,TypeScript,nanobrowser/nanobrowser,https://github.com/nanobrowser/nanobrowser,,2025-11-24T11:10:03Z,Open-Source Chrome extension for AI-powered web automation. Run multi-agent workflows using your own LLM API key. Alternative to OpenAI Operator.
143,180,993,TypeScript,devtodollars/mvp-boilerplate,https://github.com/devtodollars/mvp-boilerplate,starter;boilerplate;erp;stripe,2026-03-05T19:46:05Z,A mobile and/or web boilerplate that covers all your MVP needs
144,180,965,TypeScript,shadcnstore/shadcn-dashboard-landing-template,https://github.com/shadcnstore/shadcn-dashboard-landing-template,starter;boilerplate;erp;admin-dashboard,2026-02-17T07:16:26Z,"Accelerate your development with a sleek, open-source admin dashboard and landing page built on Vite-React, Next.js, Tailwind CSS, and Shadcn/UI which is fully customizable and production-ready."
145,180,1058,TypeScript,openops-cloud/openops,https://github.com/openops-cloud/openops,erp;low-code;no-code;self-hosted;mcp,2026-07-29T16:49:51Z,"The batteries-included, No-Code FinOps automation platform, with the AI you trust."
146,180,25968,TypeScript,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,cursor,2026-07-29T09:21:54Z,#1 Persistent memory for AI coding agents based on real-world benchmarks
147,180,2036,TypeScript,agentset-ai/agentset,https://github.com/agentset-ai/agentset,chatbot;mcp,2026-07-16T13:11:34Z,"The open-source RAG platform: built-in citations, deep research, 22+ file formats, partitions, MCP server, and more."
148,180,1056,JavaScript,withkynam/vibecode-pro-max-kit,https://github.com/withkynam/vibecode-pro-max-kit,cursor,2026-06-21T08:31:44Z,"Your AI forgets. This remembers. Spec-driven coding harness for vibecoders, product owners, CEOs and real builders — self-improving context memory, 15 agents, 33 skills working with /goal, agent-team, & workflow on autopilot loops with 0 need for human gate. Kills context rot, ships features, not spaghetti. Claude Code & Codex. Any stack"
149,179,14255,TypeScript,logto-io/logto,https://github.com/logto-io/logto,saas;auth;oauth,2026-07-29T08:14:23Z,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC."
150,179,11978,TypeScript,creativetimofficial/ui,https://github.com/creativetimofficial/ui,mcp,2026-03-14T20:41:18Z,"Open-source components, blocks, and AI agents designed to speed up your workflow. Import them seamlessly into your favorite tools through Registry and MCPs."
151,179,1664,TypeScript,NextJSTemplates/startup-nextjs,https://github.com/NextJSTemplates/startup-nextjs,saas;starter;boilerplate;erp,2025-12-12T05:47:05Z,"Startup is free Next.js template for SaaS startups comes with all the essential pages, components, and sections you need to launch a complete business website."
152,179,842,JavaScript,saasforge/open-source-saas-boilerpate,https://github.com/saasforge/open-source-saas-boilerpate,saas;boilerplate;erp,2026-07-11T22:27:28Z,Free SaaS boilerplate (Python/PostgreSQL/ReactJS/Webpack)
153,179,908,JavaScript,GreatStackDev/gocart,https://github.com/GreatStackDev/gocart,ecommerce;e-commerce;marketplace;multi-tenant;admin-dashboard,2026-03-26T12:51:39Z,"GoCart is a free and open-source multi-vendor e-commerce template built with Next.js and Tailwind CSS. It features a modern design, responsive layout and essential pages to help you launch scalable online stores and marketplaces with ease."
154,179,885,TypeScript,Deodat-Lawson/LaunchStack,https://github.com/Deodat-Lawson/LaunchStack,self-hosted;mcp,2026-07-29T20:01:58Z,"AI-powered StartUp Accelerator Engine built with Next.js, LangChain, PostgreSQL + pgvector. Upload, organize, and chat with documents. Includes predictive missing-document detection, role-based workflows, and page-level insight extraction."
155,179,2362,TypeScript,apify/apify-mcp-server,https://github.com/apify/apify-mcp-server,e-commerce;mcp,2026-07-29T17:16:34Z,"The Apify MCP server enables your AI agents to extract data from social media, search engines, maps, e-commerce sites, or any other website using thousands of ready-made scrapers, crawlers, and automation tools available on the Apify Store."
156,179,938,TypeScript,guanyang/open-agent-hub,https://github.com/guanyang/open-agent-hub,erp;cursor,2026-07-28T02:47:20Z,"A lightweight, zero-dependency CLI tool to manage and activate capabilities for AI coding assistants (such as Claude Code, Cursor, Trae, etc.)."
157,179,916,JavaScript,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,auth;oauth;mcp;cursor,2026-07-27T23:42:23Z,"Official remote MCP server for Atlassian. Securely connect Jira, Confluence, Jira Service Management, Bitbucket, and Compass to Claude, ChatGPT, Cursor, VS Code, and other AI tools using OAuth 2.1 or API tokens."
158,179,855,TypeScript,nuwax-ai/nuwax,https://github.com/nuwax-ai/nuwax,erp;chatbot;mcp,2026-07-29T14:37:32Z,"Nuwax Agent OS - An enterprise-grade AI Agent Development and Operation Platform - Providing a complete solution for agent creation and distribution, knowledge base management, model proxy, memory system, and plugin ecosystem."
159,178,28130,TypeScript,alibaba/page-agent,https://github.com/alibaba/page-agent,mcp,2026-07-27T19:07:46Z,JavaScript in-page GUI agent. Control web interfaces with natural language.
160,178,2952,TypeScript,apptension/saas-boilerplate,https://github.com/apptension/saas-boilerplate,saas;boilerplate;erp,2026-04-13T07:20:25Z,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS. Focus on essential business logic instead of coding repeatable features!"
161,178,840,TypeScript,agustinusnathaniel/nextarter-chakra,https://github.com/agustinusnathaniel/nextarter-chakra,starter;boilerplate;erp,2026-07-29T16:56:53Z,battery packed template / boilerplate to initialize Next.js app with Chakra UI & Typescript setup ✨
162,178,800,TypeScript,imbhargav5/nextbase-nextjs-supabase-starter,https://github.com/imbhargav5/nextbase-nextjs-supabase-starter,saas;starter;boilerplate;starter-kit;starter kit;erp,2026-07-01T01:19:21Z,"🚀⚡️ Free Boilerplate and Starter kit for Next.js 16+, Supabase, Tailwind CSS 4 and TypeScript. 🚀 Next.js 🔥 Supabase 💻 TypeScript 💚 ESLint 🎨 Prettier 🐶 Husky 🧹 Lint-Staged 🧪 Jest 🧪 Testing Library 🕹️ Playwright ✍️ VSCode 🌪️ Vercel 🎨 PostCSS 🍃 Tailwind CSS ⚛️ React Query "
163,178,776,TypeScript,guasam/electron-react-app,https://github.com/guasam/electron-react-app,starter;boilerplate;starter kit;erp,2026-05-06T18:50:51Z,"Modern desktop application starter kit with Electron, React, TypeScript, TailwindCSS & Shadcn/UI  to build cross-platform apps."
164,178,2413,TypeScript,ecronix/react-most-wanted,https://github.com/ecronix/react-most-wanted,starter;starter-kit;starter kit;auth,2025-10-14T08:10:05Z,"React starter kit with ""Most Wanted"" application features"
165,178,804,TypeScript,KolbySisk/next-supabase-stripe-starter,https://github.com/KolbySisk/next-supabase-stripe-starter,saas;starter;stripe,2026-04-15T21:25:58Z,"The highest quality SaaS starter with Next.js, Supabase, Stripe, and shadcn/ui"
166,178,799,TypeScript,weijunext/nextjs-starter,https://github.com/weijunext/nextjs-starter,saas;starter;boilerplate;erp,2026-07-16T12:42:06Z,Lite version of the Nexty.dev SaaS Boilerplate based on Next.js. A multilingual Next.js 16 starter with built-in i18n support.
167,178,5966,TypeScript,PawanOsman/OpenCursor,https://github.com/PawanOsman/OpenCursor,mcp;cursor,2026-07-28T13:43:51Z,"Open-source Cursor-like AI coding agent for VS Code — agentic chat, multi-provider LLMs (OpenAI, Ollama, llama.cpp), semantic search, and MCP support"
168,177,41192,TypeScript,chatboxai/chatbox,https://github.com/chatboxai/chatbox,chatbot,2026-07-28T14:49:43Z,Powerful AI Client
169,177,1683,TypeScript,revokslab/ShipFree,https://github.com/revokslab/ShipFree,saas;boilerplate;erp,2026-06-27T15:29:45Z,Open Source Next.js Saas Boilerplate
170,177,702,TypeScript,Marve10s/Better-Fullstack,https://github.com/Marve10s/Better-Fullstack,starter;boilerplate;erp;auth;payments;mcp,2026-07-29T17:07:50Z,"Scaffold production-ready full-stack apps in TypeScript, Rust, Python, Go, and Java with a visual builder and CLI. Choose your frontend, backend, database, auth, AI, payments, and DevOps integrations, all wired together."
171,177,693,TypeScript,Blazity/enterprise-commerce,https://github.com/Blazity/enterprise-commerce,starter;starter-kit;ecommerce;e-commerce;erp,2026-07-24T17:15:48Z,⚡ Next.js enterprise-grade storefront for high-performance e-commerce with Shopify backend and Algolia middle layer with excellent browsing journey
172,177,2793,TypeScript,arhamkhnz/next-shadcn-admin-dashboard,https://github.com/arhamkhnz/next-shadcn-admin-dashboard,starter;admin-dashboard,2026-07-27T18:54:05Z,Modern Admin Dashboard Template built with Shadcn UI and Next.js 16
173,177,1324,TypeScript,moinulmoin/chadnext,https://github.com/moinulmoin/chadnext,starter;boilerplate;erp;auth;stripe,2025-12-18T12:25:17Z,"ChadNext - Quick Starter Template for your Next project includes Next.js 15 App router, Shadcn UI, LuciaAuth, Prisma, Server Actions, Stripe, Internationalization and more."
174,177,6825,TypeScript,buildship-ai/rowy,https://github.com/buildship-ai/rowy,cms;internal-tool;low-code;no-code,2024-11-23T19:46:34Z,"Low-code backend platform. Manage database on spreadsheet-like UI and build cloud functions workflows in JS/TS, all in your browser."
175,177,15992,TypeScript,nextjs/saas-starter,https://github.com/nextjs/saas-starter,saas;starter;stripe,2025-12-11T22:35:37Z,"Get started quickly with Next.js, Postgres, Stripe, and shadcn/ui."
176,177,681,TypeScript,andrechristikan/ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,starter;boilerplate;erp;auth;oauth,2026-07-23T18:56:20Z,"NestJS boilerplate with JWT, OAuth (Google & Apple), OTP, TOTP/2FA, and RBAC. Powered by Prisma, works with any database. Repository Design Pattern and Modular. Production-ready."
177,177,1341,TypeScript,firecrawl/open-scouts,https://github.com/firecrawl/open-scouts,,2026-05-22T10:33:49Z,🔥 AI-powered web monitoring platform. Create automated scouts that search the web and send email alerts when they find what you're looking for. 
178,177,3108,TypeScript,stravu/crystal,https://github.com/stravu/crystal,cursor,2026-02-26T21:48:10Z,"(Crystal is now Nimbalyst) Run multiple Codex and Claude Code AI sessions in parallel git worktrees. Test, compare approaches & manage AI-assisted development workflows in one desktop app."
179,177,738,TypeScript,apify/mcpc,https://github.com/apify/mcpc,auth;oauth;mcp,2026-07-29T21:10:09Z,"A universal CLI client for MCP. mcpc supports persistent sessions, stdio/HTTP, OAuth 2.1, tasks, JSON output for code mode, proxy for AI sandboxes, x402, and more."
180,177,713,TypeScript,nexu-io/codex-slides,https://github.com/nexu-io/codex-slides,erp;mcp,2026-07-21T08:59:12Z,"🎨 Open-source AI slide studio inside Codex: image-native decks, every slide a full visual canvas. ⚡ 10+ high-quality slides in ~4–5 minutes — Fast mode renders every page in parallel. 🔍 Watch the whole chain live: research → outline → style → render → edit → present → export PDF/PPTX. 🖥️ Browser-first · zero API keys · durable projects."
181,176,106238,TypeScript,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,mcp,2026-07-29T20:52:42Z,An open-source AI agent that brings the power of Gemini directly into your terminal.
182,176,605,TypeScript,NextJSTemplates/play-nextjs,https://github.com/NextJSTemplates/play-nextjs,saas;starter;boilerplate;starter-kit;starter kit;erp;auth,2026-05-19T07:03:37Z,"Next.js SaaS Boilerplate and Starter Kit designed and built for SaaS startups. It comes with all necessary integrations, pages, and components you need to launch a feature-rich SaaS websites."
183,176,1152,TypeScript,belastrittmatter/Framely,https://github.com/belastrittmatter/Framely,boilerplate;erp;multi-tenant,2026-01-02T23:29:15Z,"Framely: The open-source, lightweight, multi-tenant drag-and-drop website editor for modern web applications, powered by Next.js"
184,176,9575,TypeScript,EKKOLearnAI/hermes-studio,https://github.com/EKKOLearnAI/hermes-studio,self-hosted,2026-07-29T08:19:17Z,"Web dashboard for Hermes Agent — multi-platform AI chat, session management, scheduled jobs, usage analytics "
185,176,5537,TypeScript,holaboss-ai/holaOS,https://github.com/holaboss-ai/holaOS,mcp,2026-07-29T19:26:20Z,"Open-source All in One AI agent workspace. Run any agent — Claude Code, Codex — across your tools (100+ integrations + MCP), apps, browser, and files, with shared memory. Built-in models or BYOK."
186,176,1516,TypeScript,Kaelio/ktx,https://github.com/Kaelio/ktx,mcp,2026-07-19T12:56:57Z,"ktx is an executable context layer for data and analytics agents 🐙 Allow Claude Code, Codex, or other AI agents to query analytical databases accurately and with full context of your company"
187,176,901,TypeScript,bgauryy/octocode,https://github.com/bgauryy/octocode,mcp;cursor,2026-07-28T18:40:08Z,"Code research platform for AI agents: local + GitHub search, LSP semantics, AST patterns, and compact context. one toolset as MCP or CLI"
188,176,1084,TypeScript,ihor-sokoliuk/mcp-searxng,https://github.com/ihor-sokoliuk/mcp-searxng,self-hosted;mcp;cursor,2026-07-29T02:50:16Z,"Private web search for AI assistants via SearXNG — supports Claude, Cursor, and any MCP client"
189,176,629,TypeScript,SixHq/Overture,https://github.com/SixHq/Overture,mcp;cursor,2026-03-08T01:51:05Z,"Overture is an open-source, locally running web interface delivered as an MCP (Model Context Protocol) server that visually maps out the execution plan of any AI coding agent as an interactive flowchart/graph before the agent begins writing code. "
190,175,80894,JavaScript,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,cursor,2026-07-26T12:51:12Z,Production-grade engineering skills for AI coding agents.
191,175,14834,TypeScript,botpress/botpress,https://github.com/botpress/botpress,chatbot,2026-07-29T19:25:21Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
192,175,585,TypeScript,velobase/velobase-harness,https://github.com/velobase/velobase-harness,saas;boilerplate;erp;stripe;payments;subscription,2026-06-22T08:08:26Z,"All AI developers deserve to get paid.  Turn your AI prototype into a paid SaaS with open-source infrastructure for usage billing, payments, attribution, affiliates, anti-abuse, and deployment."
193,175,570,TypeScript,akd-io/create-next-stack,https://github.com/akd-io/create-next-stack,starter;boilerplate;starter-kit;erp,2026-05-01T12:23:11Z,Create Next Stack is a website and CLI tool used to easily set up the boilerplate of new Next.js apps.
194,175,541,JavaScript,dappros/ethora,https://github.com/dappros/ethora,erp;low-code;chatbot;mcp,2026-07-27T06:04:52Z,"SDK monorepo for Ethora chat / messaging platform. (1) Pick an SDK for your frontend stack. (2) Integrate manually or using ethora-setup. (3) Optionally configure app settings, deploy AI agents etc. Server: ethora.com cloud [free]. Dedicated server + SLA option for enterprise customers."
195,175,531,JavaScript,makafeli/n8n-workflow-builder,https://github.com/makafeli/n8n-workflow-builder,low-code;no-code;mcp,2026-03-19T11:11:52Z,"AI assistant integration for n8n workflow automation through Model Context Protocol (MCP). Connect Claude Desktop, ChatGPT, and other AI assistants to n8n for natural language workflow management."
196,175,549,TypeScript,giselles-ai/giselle,https://github.com/giselles-ai/giselle,no-code,2026-07-22T01:57:25Z,Giselle: AI App Builder. Open Source.
197,175,5342,TypeScript,breaking-brake/cc-wf-studio,https://github.com/breaking-brake/cc-wf-studio,mcp,2026-07-26T19:58:41Z,CC Workflow Studio
198,175,2762,TypeScript,kaitranntt/ccs,https://github.com/kaitranntt/ccs,auth;oauth,2026-07-29T18:53:49Z,"Switch between Claude accounts, Gemini, Copilot, OpenRouter (300+ models) via CLIProxyAPI OAuth proxy. Visual dashboard, remote proxy support, WebSearch fallback. Zero-config to production-ready."
199,175,15532,TypeScript,GLips/Figma-Context-MCP,https://github.com/GLips/Figma-Context-MCP,mcp;cursor,2026-07-03T14:24:36Z,MCP server to provide Figma layout information to AI coding agents like Cursor
200,175,3234,TypeScript,nexu-io/nexu,https://github.com/nexu-io/nexu,auth;oauth,2026-04-26T13:40:30Z,"The simplest desktop client for OpenClaw 🦞 — bridge your Agent to WeChat, Feishu, Slack & Discord in one click. Works with Claude Code, Codex & any LLM. BYOK, Oauth, local-first, chat from your phone 24/7."
201,175,1342,TypeScript,GreenSheep01201/claw-empire,https://github.com/GreenSheep01201/claw-empire,auth;oauth,2026-03-16T17:17:28Z,"Command Your AI Agent Empire from the CEO Desk — A local-first AI agent office simulator that orchestrates CLI, OAuth, and API-connected agents (Claude Code, Codex CLI, Gemini CLI, OpenCode, and more) as a virtual autonomous company."
202,175,7076,JavaScript,firecrawl/firecrawl-mcp-server,https://github.com/firecrawl/firecrawl-mcp-server,mcp;cursor,2026-07-29T09:36:40Z,"🔥 Official Firecrawl MCP Server - Adds powerful web scraping and search to Cursor, Claude and any other LLM clients."
203,174,72741,TypeScript,strapi/strapi,https://github.com/strapi/strapi,cms;no-code,2026-07-29T15:18:01Z,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first."
204,174,2573,TypeScript,roninoss/create-expo-stack,https://github.com/roninoss/create-expo-stack,boilerplate;erp,2026-07-08T02:32:30Z,"CLI tool to initialize a React Native application with Expo. Provides options to include Typescript, file-based routing via Expo Router, configuration based routing via pure React Navigation, styling via Nativewind, Restyle, Unistyles, StyleSheets, or Tamagui, and/or backend as a service such as Firebase and Supabase."
